	회사코드	회사명	업종코드	상장주식수	자본금	액면가	통화구분	대표전화	주소
653	005990	매일홀딩스	31005	13718304	6859152000	500	원(KRW)	02-2127-2113	서울시 종로구 종로1길 50 더케이트윈타워A동 
654	127160	매직마이크로	32602	64669972	6466997200	100	원(KRW)	070-8680-3792	경기도 안산시 단원구 성곡로 208 다동 5호
655	093520	매커스	74605	16163092	8081546000	500	원(KRW)	02-3490-9500	서울특별시 강남구 봉은사로44길 73 
656	141070	맥스로텍	32902	31621050	15810525000	500	원(KRW)	053-584-6540	대구광역시 달서구 성서로71길 40 - 
657	088980	맥쿼리인프라	116402	349044336	1815614802841	0	원(KRW)	02-3705-8565	서울특별시 종로구 우정국로 26 A동 18층(공평동 센트로폴리스)
658	094800	맵스리얼티1	116402	92834331	464171655000	0	원(KRW)	02-1577-1640	서울 영등포구 여의도동 미래에셋빌딩 45-1
659	100590	머큐리	32604	14763600	7381800000	500	원(KRW)	032-580-3114	인천광역시 서구 가재울로 90 
660	067280	멀티캠퍼스	168506	5926779	2963389500	500	원(KRW)	02-6262-9114	서울특별시 강남구 언주로 508 서울상록회관 17층
661	072870	메가스터디	105801	11920959	5960479500	500	원(KRW)	02-6984-6814	서울특별시 서초구 효령로 304 24층(서초동 국제전자센터) 
662	215200	메가스터디교육	168505	11821880	1182188000	100	원(KRW)	02-3489-8200	서울특별시 서초구 효령로 321 덕원빌딩 
663	133750	메가엠디	168505	23097077	11548538500	500	원(KRW)	02-3489-8346	서울특별시 서초구 효령로 321 
664	235980	메드팩토	137001	20334842	10167421000	500	원(KRW)	02-6938-0200	서울특별시 서초구 명달로 92 보림빌딩 
665	200580	메디쎄이	32701	3478159	1739079500	500	원(KRW)	031-879-0414	충청북도 제천시 한방엑스포로 129 (제천시 왕암동 1389)
666	041920	메디아나	32701	8650496	4325248000	500	원(KRW)	033-742-5400	강원도 원주시 문막읍 동화공단로 132 
667	233250	메디안디노스틱	32103	1746534	1083767000	500	원(KRW)	033-244-0100	강원도 춘천시 동내면 순환대로 878 
668	014100	메디앙스	32004	11800000	5900000000	500	원(KRW)	02-6283-6790	서울특별시 강남구 논현로64길 4 5층~6층
669	236340	메디젠휴먼케어	137001	2304892	1152446000	500	원(KRW)	02-555-9808	서울특별시 강남구 테헤란로 223 큰길타워빌딩 20층
670	086900	메디톡스	32101	5977449	2988724500	500	원(KRW)	043-217-1555	충청북도 청원군  오창읍 각리1길 78 (주)메디톡스
671	047920	메디포럼제약	137001	14042872	7021436000	500	원(KRW)	031-557-0001	경기도 남양주시 경강로 27 
672	078160	메디포스트	32101	15617842	7808921000	500	원(KRW)	02-3465-6677	경기도 성남시 분당구 대왕판교로 644번길21 -
673	065650	메디프론	74605	37199870	18599935000	500	원(KRW)	02-545-9277	서울특별시 금천구 가산디지털1로 186 제에이동 제5층 제517호(가산동 제이플라츠) 
674	138040	메리츠금융지주	116409	134011294	71442909000	500	원(KRW)	02-2018-6824	서울특별시 강남구  강남대로 382 
675	008560	메리츠증권	116601	675961727	675961727000	1000	원(KRW)	02-785-6611	서울특별시 영등포구 국제금융로 10 Three IFC 메리츠종금증권
676	000060	메리츠화재	116501	113680000	56840000000	500	원(KRW)	02-1566-7711	서울특별시 강남구  강남대로 382 메리츠타워
677	021880	메이슨캐피탈	116409	99184408	49592204000	500	원(KRW)	02-3440-1600	전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호 
678	140410	메지온	137001	8705952	4352976000	500	원(KRW)	02-560-8000	서울특별시 강남구  테헤란로87길 35 씨엔드에치빌딩 3층
679	241770	메카로	32004	10102240	5301120000	500	원(KRW)	031-646-4400	경기도 평택시 산단로121번길 89 (주)메카로 
680	090370	메타랩스	31401	63689937	31844968500	500	원(KRW)	02-2189-7700	서울특별시 강남구 언주로 428(역삼동) 
681	059210	메타바이오메드	32103	23862351	11931175500	500	원(KRW)	043-218-1981	충청북도 청주시 흥덕구  오송읍 오송생명1로 270 
682	327260	메탈라이프	32602	3596588	1798294000	500	원(KRW)	031-499-2817	경기도 안산시 단원구 강촌로 213 215(목내동) .
683	058110	멕아이씨에스	32701	6649682	3324841000	500	원(KRW)	070-7119-2500	경기도 파주시 상지석길 21 
684	096640	멜파스	32602	29094696	14547348000	500	원(KRW)	031-707-2280	경기도 성남시 분당구 판교역로 225-14 
685	017180	명문제약	32102	33337694	16668847000	500	원(KRW)	031-350-4000	경기도 화성시  향남읍 제약공단2길 26 
686	257370	명성티엔에스	32902	6370000	3185000000	500	원(KRW)	053-582-3577	대구광역시 달서구 성서공단로25길 16 
687	267060	명진홀딩스	31002	8074895	4037447500	500	원(KRW)	070-7561-9468	서울특별시 서초구 서초중앙로 41대성빌딩 9층 
688	012690	모나리자	31709	36571255	18885627500	500	원(KRW)	02-829-8800	서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자
689	005360	모나미	74604	18897307	18897307000	1000	원(KRW)	031-216-0153	경기도 용인시 수지구  손곡로 17 (동천동 모나미빌딩)
690	080420	모다이노칩	74704	79721622	39860811000	500	원(KRW)	031-315-7250	경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) 
691	080160	모두투어	147502	18900000	9450000000	500	원(KRW)	02-728-8000	서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크
692	204210	모두투어리츠	126801	7826815	39134075000	5000	원(KRW)	02-6253-5911	서울특별시 중구 퇴계로 173 12층(충무로3가 남산스퀘어)
693	100030	모바일리더	105802	3283714	1641857000	500	원(KRW)	02-2051-4151	서울특별시 강남구 테헤란로 131 16층 
694	087260	모바일어플라이언스	105802	30000000	15000000000	500	원(KRW)	031-421-8071	경기도 안양시 동안구 시민대로 401 
695	101330	모베이스	32604	23958188	11979094000	500	원(KRW)	032-529-4200	경기도 화성시 동탄첨단산업1로 73 (영천동) 
696	012860	모베이스전자	33003	52000000	26000000000	500	원(KRW)	031-5174-3000	경기도 수원시 권선구 산업로156번길 100 (고색동) 
697	250060	모비스	106201	32171314	3217131400	100	원(KRW)	02-3771-3423	경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호
698	033200	모아텍	32602	14331185	7665592500	500	원(KRW)	032-810-9000	인천광역시 남동구  인주대로 698 (주)모아텍 
699	009680	모토닉	33003	33000000	16500000000	500	원(KRW)	053-589-6262	서울특별시 중구 청계천로 100 동관 9층(수표동 시그니쳐타워)
700	118990	모트렉스	33003	37336531	3733653100	100	원(KRW)	070-4862-6100	경기도 성남시 분당구 황새울로258번길 25 서영빌딩 12층 
701	006920	모헨즈	32303	10920000	5460000000	500	원(KRW)	02  -571 -3011	충남 충남시 풍세면 남관리 195 
702	009580	무림P&P	31701	62368324	155920810000	2500	원(KRW)	052-231-7000	울산광역시 울주군 온산읍 우봉강양로 3-36 -
703	001810	무림SP	31701	22137500	11068750000	500	원(KRW)	02  -3485-1603	서울특별시 강남구  강남대로 656 (신사동) 
704	009200	무림페이퍼	31701	41609310	104023275000	2500	원(KRW)	055-751-1234	경상남도 진주시  남강로 1003 (상평동)
705	322970	무진메디	137001	6674378	3337189000	500	원(KRW)	031-628-6886	경기도 성남시 분당구 대왕판교로 700 코리아바이오파크 C동 803호 
706	033920	무학	31101	28500000	5700000000	200	원(KRW)	1588-2226	경상남도 창원시 마산회원구  봉암공단2길 6 
707	008420	문배철강	32401	20503505	10251752500	500	원(KRW)	02-758-6640	서울특별시 동작구 동작대로 35 - 
708	279600	미디어젠	105802	4638281	2319140500	500	원(KRW)	02-6429-7171	경기도 성남시 분당구 성남대로331번길 8 킨스타워(정자동) 11층 1103호실 
709	028040	미래SCI	74601	44979502	22489751000	500	원(KRW)	043-710-0112	충북 청원군 옥산면 남촌리 1108-3 
710	095500	미래나노텍	32202	24580982	12290491000	500	원(KRW)	043-710-1100	충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주)
711	025560	미래산업	32702	16864368	1686436800	100	원(KRW)	041-621-5070	충청남도 천안시 서북구 백석공단7로 65 (백석동)
712	218150	미래생명자원	31008	18671428	1867142800	100	원(KRW)	02-2203-7397	서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동 H business PARK)
713	007120	미래아이앤지	106201	129484148	12948414800	100	원(KRW)	02-3470-4400	서울특별시 강남구 도산대로 514 청담동
714	006800	미래에셋대우	116601	645316408	4101960790000	5000	원(KRW)	02-768-3355	서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워
715	328380	미래에셋대우스팩3호	116601	6482000	648200000	100	원(KRW)	02-3774-8388	서울특별시 중구 을지로5길 26(수하동 미래에셋 센터원빌딩 이스트타워) ;
716	333430	미래에셋대우스팩4호	116601	4390000	439000000	100	원(KRW)	02-3774-3762	서울특별시 중구 을지로5길 26(수하동 미래에셋센터원 이스트타워) 
717	100790	미래에셋벤처투자	116409	46000823	46500823000	1000	원(KRW)	070-4800-2104	경기도 성남시 분당구 판교역로241번길 20 
718	085620	미래에셋생명	116501	177016189	885080945000	5000	원(KRW)	02-1588-0220	서울특별시 영등포구 국제금융로 56 미래에셋대우빌딩 
719	049950	미래컴퍼니	32902	8362306	4181153000	500	원(KRW)	(031)350-9801	경기도 화성시  양감면 정문송산로 69-12 
720	213090	미래테크놀로지	105802	6120788	3060394000	500	원(KRW)	070-8890-1537	서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호
721	207760	미스터블루	106309	24515004	2451500400	100	원(KRW)	02-337-0610	서울특별시 마포구 월드컵북로6길 18 (동교동 미스터블루빌딩)
722	225850	미애부	74604	3332333	1666166500	500	원(KRW)	1577-1401	서울특별시 서초구 헌릉로 176 601호 (내곡동)
723	002840	미원상사	32004	4970000	6661780000	500	원(KRW)	031-472-9120	경기도 안산시 단원구  원시로 49 (목내동) 
724	268280	미원에스씨	32001	5100000	2633945500	500	원(KRW)	063-260-1500	전라북도 완주군 봉동읍 완주산단1로 167 
725	107590	미원홀딩스	116409	2320000	1315887000	500	원(KRW)	031-479-9313	경기도 용인시 수지구 포은대로59번길 20 -
726	134380	미원화학	32004	2199268	2404080000	1000	원(KRW)	031-479-9200	울산광역시 남구  장생포로 247 
727	003650	미창석유공업	31902	1739672	8698360000	5000	원(KRW)	051-403-6441	부산광역시 영도구 해양로 241 미창석유 
728	059090	미코	32601	31316603	15658301500	500	원(KRW)	031-610-7967	경기도 안성시 대덕면 모산로 53 - 
729	214610	미코바이오메드	32701	14149376	7074688000	500	원(KRW)	070-5227-6000	경기도 성남시 수정구 창업로 54 가동 3층 4층(시흥동 LH기업성장센터)
730	201490	미투온	105802	31257770	15628885000	500	원(KRW)	02-515-2864	서울특별시 강남구 학동로 343 더피나클강남 6층 
731	214180	민앤지	106309	12362476	6341238000	500	원(KRW)	02-929-4463	서울특별시 강남구 테헤란로34길 6 태광타워 13층 
732	155900	바다로19호	147601	15200004	76000020000	5000	원(KRW)	02-3210-3333	제주특별자치도 제주시 연삼로 473 (이도이동산업경제진흥원) 
733	206640	바디텍메드	32103	23477551	23477551000	1000	원(KRW)	02-2004-4938	강원도 춘천시 동내면 거두단지1길 43 -
734	018700	바른손	105901	29471487	29471487000	1000	원(KRW)	02  -596-4411	경기도 수원시 영통구 대학3로 1 5층 (이의동 광교K타워)
735	035620	바른손이앤에이	105901	73473503	36736751500	500	원(KRW)	070-7609-1404	서울특별시 용산구 한남대로 130 볼보빌딩 3층 
736	064520	바른전자	32601	73686477	36843238500	500	원(KRW)	031-8020-6000	경기도 화성시  동탄면 경기동로 548 
737	029480	바른테크놀로지	32604	61935285	6193528500	100	원(KRW)	02  -3459-0620	서울특별시 강남구 강남대로 262 18층(도곡동 캠코양재타워) 
738	053030	바이넥스	32102	31741048	15870524000	500	원(KRW)	(051)261-6611	부산광역시 사하구 다대로 368-3 
739	064550	바이오니아	32103	22737191	11368595500	500	원(KRW)	042-936-8500	대전광역시 대덕구  문평서로 8-11 (주)바이오니아 
740	208710	바이오로그디바이스	32602	28870357	2887035700	100	원(KRW)	031-831-3696	경기도 용인시 수지구 광교중앙로 338 (상현동 광교우미뉴브) B동 6층 
741	142760	바이오리더스	137001	19185525	9592762500	500	원(KRW)	042-934-7671	경기도 용인시 수지구 신수로 767 7층 (동천동 분당수지유타워 지식산업센터) 
742	086820	바이오솔루션	32101	8091426	4045713000	500	원(KRW)	02-3446-8884	서울특별시 노원구 공릉로 232 8층 803호(공릉동 서울테크노파크)
743	038460	바이오스마트	32602	20087800	10043900000	500	원(KRW)	02-3218-9000	서울특별시 성동구 광나루로 172- 
744	281310	바이오시네틱스	137001	2634890	1317445000	500	원(KRW)	02-2113-1285	서울특별시 금천구 가산디지털2로 184 708호(가산동 벽산디지털밸리 2차) 
745	266470	바이오인프라생명과학	137001	14089847	7044923500	500	원(KRW)	02-6271-0102	서울특별시 종로구 대학로 49 7층(연건동 SGI빌딩)
746	216400	바이오코아	137001	7711315	3855657500	500	원(KRW)	02-2027-6200	서울특별시 금천구 디지털로9길 33 
747	086040	바이오톡스텍	137001	14587623	7293811500	500	원(KRW)	043-210-7777	충청북도 청주시 청원구 오창읍 연구단지로 53 
748	199290	바이오프로테크	32701	3266800	1633400000	500	원(KRW)	033-735-7720	강원도 원주시 문막읍 동화공단로 151-3(동화첨단의료기기산업단지) 
749	032980	바이온	74603	59193228	29596614000	500	원(KRW)	02-516-0720	충청북도 청원군  북이면 신대석성로 144 
750	222160	바이옵트로	32702	5637326	2818663000	500	원(KRW)	031-8005-5155	경기도 용인시 기흥구 탑실로58번길 14 
751	043150	바텍	32701	14854256	7427128000	500	원(KRW)	031-679-2000	경기도 화성시  삼성1로2길 13(석우동) 
752	003610	방림	31302	42314090	21157045000	500	원(KRW)	02-2085-2114	서울특별시 마포구  월드컵북로 402 케이지아이티센터 18층
753	267790	배럴	31401	7885500	3942750000	500	원(KRW)	02-335-3176	서울특별시 강남구 논현로 709 4층(논현동 로얄빌딩) 
754	001340	백광산업	32001	44918407	22459203500	500	원(KRW)	02-2681-0136	전라북도 군산시  임해로 494-16 
755	046310	백금T&A	32604	16247615	8123807500	500	원(KRW)	031-488-7900	경기도 군포시 엘에스로 153-18(산본동) L&C타워 456층 
756	035150	백산	32202	24200000	14000000000	500	원(KRW)	031-499-0044-9	경기도 시흥시 공단1대로27번길 47 
757	036620	버추얼텍	74607	60559477	30279738500	500	원(KRW)	02  -333 -3012	서울특별시 서초구 방배로 162 서울시 서초구 방배로 162 4층(예광빌딩) 
758	066410	버킷스튜디오	105901	31632080	15816040000	500	원(KRW)	(02)3452-5079	서울특별시 강남구 언주로135길 21 - 
759	002410	범양건영	64101	24831982	24831982000	1000	원(KRW)	041-573-5631	부산광역시 동구 초량중로 114 범양레우스센트럴베이 105동 102호 104호(초량동)
760	019010	베뉴지	74701	48200000	24100000000	500	원(KRW)	02-3665-0101	서울특별시 강남구 선릉로62길 15 
761	177350	베셀	32902	11192368	5596184000	500	원(KRW)	031-683-3953	경기도 수원시 권선구 산업로155번길 281 -
762	299910	베스파	105802	8071688	4035844000	500	원(KRW)	02-6954-0889	서울특별시 강남구 테헤란로83길 15 제이엠빌딩 9층 
763	096300	베트남개발1	116402	137680211	57825688620	0	원(KRW)	02-2180-0647	서울특별시 영등포구 은행로 3 여의도동
764	007210	벽산	32309	68560000	34280000000	500	원(KRW)	02-2260-6114	서울특별시 중구  퇴계로 307 광희동 1가 광희빌딩
765	225530	보광산업	32309	36110833	18055416500	500	원(KRW)	053-384-0881	대구광역시 북구 유통단지로3길 40 
766	250000	보라티알	74603	6750733	3375366500	500	원(KRW)	02-538-3373	서울특별시 강남구 학동로 506 4층 (삼성동 보라빌딩) 
767	002760	보락	32004	59900000	11980000000	200	원(KRW)	031-352-6455	경기도 화성시  양감면 초록로 720-37 
768	003850	보령제약	32102	47620000	23810000000	500	원(KRW)	02-708-8000	서울 종로구 원남동 보령빌딩 66-21
769	006910	보성파워텍	32501	46073059	23036529500	500	원(KRW)	031 -491 -0311	충청북도 충주시 주덕읍 대창길 70 -
770	000890	보해양조	31101	127449373	63724686500	500	원(KRW)	061-243-3141	전라남도 목포시  호남로68번길 36 보해양조(주)
771	226340	본느	32004	30699596	3069959600	100	원(KRW)	02-3787-2429	서울특별시 송파구 송파대로22길 5-15 -
772	206950	볼빅	33303	4183333	2091666500	500	원(KRW)		충청북도 음성군 대소면 대금로 628 
773	003000	부광약품	32102	64837978	33289457500	500	원(KRW)	02-828-8114	서울특별시 동작구  대방동1길 47 
774	001270	부국증권	116601	10369886	66849430000	5000	원(KRW)	02-368-9200	서울 영등포구 여의도동 34-2
775	026940	부국철강	32401	20000000	10000000000	500	원(KRW)	062-954-3806	광주광역시 광산구 하남산단9번로 90 (안청동)
776	014470	부방	116409	60052260	30026130000	500	원(KRW)	02-2008-7272	서울특별시 강남구  삼성로 528 부방빌딩 
777	015350	부산도시가스	43502	11000000	55000000000	5000	원(KRW)	051-607-1178	부산광역시 수영구  황령대로 513 
778	011390	부산산업	32303	1056000	5280000000	5000	원(KRW)	051-315-8338	부산광역시 사상구 장인로 35 (감전동)
779	005030	부산주공	33003	42397604	21198802000	500	원(KRW)	051-780-5980	부산광역시 기장군 장안읍 신소재산단1로 10 부산주공(주)
780	008470	부스타	32501	8404800	4202400000	500	원(KRW)	043-536-9107	충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 
781	100120	뷰웍스	32701	10001865	5000932500	500	원(KRW)	070-7011-6190	경기도 안양시 동안구 부림로 17041-3 
782	066980	브레인콘텐츠	106309	158418281	79209140500	500	원(KRW)	02-2017-7933	서울특별시 강남구 테헤란로 325 어반벤치빌딩 14층 
783	064480	브리지텍	105802	11952500	6176250000	500	원(KRW)	02-3430-4114	서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 1718층 
784	288330	브릿지바이오	32101	6387058	3193529000	500	원(KRW)	031-8092-3280	경기도 성남시 분당구 판교로 255번길 58 303호 (삼평동 씨즈타워) 
785	251630	브이원텍	32902	15050580	7525290000	500	원(KRW)	031-607-5540	경기도 성남시 분당구 대왕판교로 660 A-710 (삼평동 유스페이스1) 
786	018290	브이티지엠피	32603	34002081	17001040500	500	원(KRW)	031 -943 -4600	경기도 파주시  산업단지길 139 (주)G.M.P 
787	263920	블러썸엠앤씨	33309	13723172	6861586000	500	원(KRW)	032-722-3456	인천광역시 서구 원적로7번길 29 (주)에스엔피월드 
788	033560	블루콤	32605	18088047	9600000000	500	원(KRW)	032-810-0500	인천광역시 연수구  벤처로 116 (주)블루콤 
789	126340	비나텍	32602	4253300	2126650000	500	원(KRW)	063-715-3020	전라북도 전주시 덕진구 운암로 15 
790	121800	비덴트	32604	33991523	16995761500	500	원(KRW)	070-8668-6611	서울특별시 금천구  가산디지털1로 84 (가산동 에이스하이엔드 8차 12층)
791	148140	비디아이	32901	16880626	8440313000	500	원(KRW)	02-2082-8890	경기도 화성시 팔탄면 서해로 1155 
792	100220	비상교육	105801	12996741	6498370500	500	원(KRW)	154-4055-4	서울특별시 구로구 디지털로 33길 48(구로동대륭포스트타워7차19층) 
793	200780	비씨월드제약	32102	8892384	1778476800	200	원(KRW)	031-881-6800	경기도 여주시 가남읍 여주남로 872-23 
794	141000	비아트론	32902	12114710	6057355000	500	원(KRW)	070-4016-3200	경기도 수원시 권선구 산업로155번길 139 (고색동)
795	090460	비에이치	32602	32982946	16491473000	500	원(KRW)	032-510-2000	인천광역시 부평구  평천로199번길 25 
796	083650	비에이치아이	32901	26000000	13000000000	500	원(KRW)	055-585-3800	경상남도 함안군  군북면 장백로 122 
797	215050	비엔디생활건강	32004	2121666	212166600	100	원(KRW)	02-552-8481	충청북도 음성군 생극면 생극산단길 31(주)비엔디생활건강 
798	271780	비엔에프코퍼레이션	32402	3230000	323000000	100	원(KRW)	032-564-6612	인천광역시 서구 보듬로 176 
799	086670	비엠티	32901	8146529	4073264500	500	원(KRW)	055-783-1000	경상남도 양산시  산막공단남11길 35 (주)BMT 
800	138580	비즈니스온	105802	9544940	4772470000	500	원(KRW)	02-559-0800	서울특별시 성동구 광나루로 172 3층 
801	082920	비츠로셀	32802	21539152	10769576000	500	원(KRW)	041-330-0236	충청남도 당진시 합덕읍 인더스파크로 70 - 
802	054220	비츠로시스	32801	31309978	15654989000	500	원(KRW)	(02)460-2000	서울특별시 서대문구 신촌역로 7 신촌푸르지오시티 3층 
803	042370	비츠로테크	116409	22353873	11176936500	500	원(KRW)	02  -4602-021	경기도 안산시 단원구  별망로 327 비츠로테크
804	030790	비케이탑스	106201	11896974	5948487000	500	원(KRW)	02-3453-9789	서울특별시 강남구 테헤란로 401 17층(삼성동 남경센타)
805	032850	비트컴퓨터	105802	16623293	8311646500	500	원(KRW)	02  -3486-1234	서울특별시 서초구 서초대로74길 33 
806	101140	비티원	74604	41244464	20622232000	500	원(KRW)	02-6978-7183	서울특별시 강남구 학동로25길 11 (논현동)
807	148780	비플라이소프트	105802	4745720	2372860000	500	원(KRW)	02-3487-0215	서울특별시 광진구 강변역로 2 6층(구의동 광진우체국) 
808	238200	비피도	31007	4090000	2045000000	500	원(KRW)	033-435-4962	강원도 홍천군 홍천읍 농공단지길 23-16 
809	093190	빅솔론	32603	19238905	9619452500	500	원(KRW)	031-218-5500	경기도 성남시 분당구  판교역로241번길 20 삼평동 미래에셋벤처타워 7층8층
810	065450	빅텍	32702	27730883	5546176600	200	원(KRW)	(031)631-7301	경기도 이천시  마장면 덕이로 180-31 
811	210120	빅텐츠	105901	1895000	947500000	500	원(KRW)	02-786-2245	서울특별시 마포구 상암산로 7616층 일부 
812	005180	빙그레	31005	9851241	49756205000	5000	원(KRW)	02-2022-6000	경기도 남양주시 미금로65번길 45 (도농동) (주)빙그레 
813	072950	빛샘전자	32602	6000000	3000000000	500	원(KRW)	031-288 -3420	경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동)
814	266170	뿌리깊은나무들	105901	5559827	2779913500	500	원(KRW)	02-565-1676	서울특별시 강남구 학동로82길 7 HYUN빌딩 (삼성동 HYUN빌딩4층)
815	143240	사람인에이치알	106301	11659263	5829631500	500	원(KRW)	02-2025-4733	서울특별시 구로구  디지털로34길 43 코오롱싸이언스밸리1차 201호
816	003960	사조대림	31002	9164467	45822335000	5000	원(KRW)	02-3470-6000	서울특별시 서초구 남부순환로 2159 
817	008040	사조동아원	31006	141144600	70572300000	500	원(KRW)	02-789-9524	서울특별시 서초구 방배천로2길 12 사조빌딩
818	007160	사조산업	10301	5000000	25000000000	5000	원(KRW)	02-3277-1600	서울특별시 서대문구  통일로 107-39 사조산업빌딩 5층
819	014710	사조씨푸드	31002	17218543	17218543000	1000	원(KRW)	02-721-6555	서울특별시 서대문구 통일로 107-39 502(충정로2가 사조빌딩)
820	006090	사조오양	31002	9422739	47113695000	5000	원(KRW)	02-3470-6030	서울특별시 서초구 남부순환로 2159 (방배동)
821	100090	삼강엠앤티	32401	32892472	16446236000	500	원(KRW)	055-391-7020	경상남도 고성군 동해면 내산리 159-13 
822	005090	삼광글라스	32301	4854418	24272090000	5000	원(KRW)	02-489-8000	서울특별시 서초구 양재대로 246 2층3층 한국소비자원
823	122350	삼기오토모티브	33003	36648340	3664834000	100	원(KRW)	031-680-0826	경기도 평택시 포승읍 도곡리 1217 
824	014970	삼륭물산	31702	15125000	7562500000	500	원(KRW)	02-499-0091	경기도 파주시 월롱면 통일로644번길 35 
825	018310	삼목에스폼	32501	14700000	7350000000	500	원(KRW)	02  -561 -0941	경기도 안성시  미양면 안성맞춤대로 474-40 
826	053700	삼보모터스	33003	16782027	8391013500	500	원(KRW)	053-582-9230	대구광역시 달서구  성서동로 142 
827	009620	삼보산업	32402	38092246	3809224600	100	원(KRW)	055 -552-7130 -	경상남도 창원시 진해구  남의로21번길 36 
828	023600	삼보판지	31701	16170000	8085000000	500	원(KRW)	031-319-6523	경기도 시흥시 공단1대로28번길 120 (정왕동) 
829	111870	삼본전자	32605	70555601	35277800500	500	원(KRW)	032-683-7300	경기도 부천시 오정구  삼작로107번길 52 
830	001470	삼부토건	64102	137546368	137546368000	1000	원(KRW)	02-3706-2114	서울특별시 중구  퇴계로 63 삼부빌딩 
831	006400	삼성SDI	32802	68764530	356712130000	5000	원(KRW)	031-8006-3100	경기도 용인시 기흥구  공세로 150-20 
832	006660	삼성공조	33003	8126314	4063157000	500	원(KRW)	055-280-2733	경상남도 창원시 성산구  연덕로 176 삼성공조(주)
833	309930	삼성머스트스팩3호	116601	4590000	459000000	100	원(KRW)	02-2020-7637	서울특별시 서초구 서초대로74길 11 
834	028260	삼성물산	74607	186887081	18851450600	100	원(KRW)	02-2145-5114	서울특별시 강동구 상일로6길 26 -
835	207940	삼성바이오로직스	32101	66165000	165412500000	2500	원(KRW)	032-455-3114	인천광역시 연수구 송도바이오대로 300 
836	032830	삼성생명	116501	200000000	100000000000	500	원(KRW)	02-751-8157	서울특별시 서초구 서초대로74길 11 (서초동) 삼성생명보험 주식회사
837	291230	삼성스팩2호	116601	7550000	755000000	100	원(KRW)	02-2020-7562	서울특별시 서초구 서초대로74길 11 
838	018260	삼성에스디에스	106201	77377800	38688900000	500	원(KRW)	02-6155-3114	서울특별시 송파구 올림픽로35길 125(신천동) 
839	028050	삼성엔지니어링	137201	196000000	980000000000	5000	원(KRW)	02-2053-3000	서울특별시 강동구 상일동 500 삼성 GEC 
840	009150	삼성전기	32602	74693696	388003400000	5000	원(KRW)	031-210-5114	경기도 수원시 영통구  매영로 150 
841	005930	삼성전자	32604	5969782550	897513820000	100	원(KRW)	031-200-1114	경기도 수원시 영통구  삼성로 129 (매탄동) 
842	001360	삼성제약	32102	61549713	30774856500	500	원(KRW)	031-353-6681	경기도 화성시 향남읍 제약공단2길 35 삼성제약(주)
843	010140	삼성중공업	33101	630000000	3150574225000	5000	원(KRW)	031-5171-7000	경기도 성남시 분당구 판교로227번길 23 삼성중공업 판교R&D센터
844	016360	삼성증권	116601	89300000	458478080000	5000	원(KRW)	02-2020-8000	서울특별시 서초구 서초대로74길 11 (서초동)
845	068290	삼성출판사	105801	10000000	5000000000	500	원(KRW)	02-3470-6800	서울특별시 서초구  명달로 94 (주)삼성출판사
846	029780	삼성카드	116409	115858891	614794455000	5000	원(KRW)	02-1588-8700	서울특별시 중구  세종대로 67 
847	000810	삼성화재해상보험	116501	47374837	26473418500	500	원(KRW)	02-1588-5114	서울특별시 서초구 서초대로74길 14 (서초동)
848	006110	삼아알미늄	32402	11000000	5500000000	500	원(KRW)	031-467-6800	경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사
849	009300	삼아제약	32102	6370000	6370000000	1000	원(KRW)	02-2056-7200	강원도 원주시 문막읍 동화공단로 49 
850	145990	삼양사	31007	10313449	53417595000	5000	원(KRW)	02-740-7114	서울특별시 종로구 종로33길 31 삼양사
851	003230	삼양식품	31007	7533015	37665075000	5000	원(KRW)	02-940-3000	서울특별시 성북구  오패산로3길 104 
852	225190	삼양옵틱스	32703	10090000	5045000000	500	원(KRW)	055-250-5600	경상남도 창원시 마산회원구 자유무역6길 123 
853	002170	삼양통상	31501	3000000	15000000000	5000	원(KRW)	02-3453-3961	서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층 
854	272550	삼양패키징	32202	14209804	71049020000	5000	원(KRW)	02-740-7827	서울특별시 종로구 종로33길 31 
855	000070	삼양홀딩스	116409	8564271	44341645000	5000	원(KRW)	02-740-7114	서울특별시 종로구 종로33길 31 
856	002810	삼영무역	74607	18466948	9233474000	500	원(KRW)	02-320-4114	서울특별시 마포구  양화로 111 
857	054540	삼영엠텍	32501	13000000	6772413500	500	원(KRW)	(055)589-7000	경상남도 함안군 칠서면 삼칠로 631-35 
858	065570	삼영이엔씨	32604	8800000	4400000000	500	원(KRW)	(051)601-6666	부산광역시 영도구  상리로 69 
